id,hex,flight,reason,lat,lon,alt,josiah_reflection,flagged_at,created_at
7714,a9f0b4,"N74FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.510746,-119.201248,600,TIER 2 ALERT: Aircraft N74FF    conducting low-altitude surveillance at 600ft. Pattern consistent with proximity monitoring.,2025-07-16 21:36:23.38382+00,2025-10-07 12:20:51.208278+00
7715,a81365,"N6196P  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.429047,-119.053986,500,TIER 2 ALERT: Aircraft N6196P   conducting low-altitude surveillance at 500ft. Pattern consistent with proximity monitoring.,2025-07-19 02:12:38.538575+00,2025-10-07 12:20:51.208278+00
7716,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.409622,-119.00219,1375,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1375ft. Pattern consistent with proximity monitoring.,2025-07-19 06:44:33.471435+00,2025-10-07 12:20:51.208278+00
7717,acae33,"N916NT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.498611,-119.208817,1475,TIER 2 ALERT: Aircraft N916NT   conducting low-altitude surveillance at 1475ft. Pattern consistent with proximity monitoring.,2025-07-16 21:39:47.513388+00,2025-10-07 12:20:51.208278+00
7718,a5cc72,"N473CA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.416847,-119.041016,900,TIER 2 ALERT: Aircraft N473CA   conducting low-altitude surveillance at 900ft. Pattern consistent with proximity monitoring.,2025-07-17 00:08:48.067471+00,2025-10-07 12:20:51.208278+00
7719,a4bade,"N4035S  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.500305,-119.184212,500,TIER 2 ALERT: Aircraft N4035S   conducting low-altitude surveillance at 500ft. Pattern consistent with proximity monitoring.,2025-07-16 21:52:24.435476+00,2025-10-07 12:20:51.208278+00
7720,a4057a,"N3584S  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.490784,-119.356613,1150,TIER 2 ALERT: Aircraft N3584S   conducting low-altitude surveillance at 1150ft. Pattern consistent with proximity monitoring.,2025-08-02 22:08:32.210172+00,2025-10-07 12:20:51.208278+00
7721,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.408516,-119.047325,950,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 950ft. Pattern consistent with proximity monitoring.,2025-07-20 05:33:51.338778+00,2025-10-07 12:20:51.208278+00
7722,a5cc72,"N473CA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.422256,-119.045792,850,TIER 2 ALERT: Aircraft N473CA   conducting low-altitude surveillance at 850ft. Pattern consistent with proximity monitoring.,2025-07-16 21:38:45.374184+00,2025-10-07 12:20:51.208278+00
7723,a18794,"N198TH  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.508698,-119.198502,625,TIER 2 ALERT: Aircraft N198TH   conducting low-altitude surveillance at 625ft. Pattern consistent with proximity monitoring.,2025-07-17 00:35:28.147297+00,2025-10-07 12:20:51.208278+00
7724,a4bade,"N4035S  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.503006,-119.185867,500,TIER 2 ALERT: Aircraft N4035S   conducting low-altitude surveillance at 500ft. Pattern consistent with proximity monitoring.,2025-07-16 23:43:30.552006+00,2025-10-07 12:20:51.208278+00
7725,a9d136,"N73103  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.443336,-119.09314,1550,TIER 2 ALERT: Aircraft N73103   conducting low-altitude surveillance at 1550ft. Pattern consistent with proximity monitoring.,2025-08-21 21:01:04.26213+00,2025-10-07 12:20:51.208278+00
7726,a0b6f9,"N145TN  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.383163,-119.020729,500,TIER 2 ALERT: Aircraft N145TN   conducting low-altitude surveillance at 500ft. Pattern consistent with proximity monitoring.,2025-08-10 11:18:01.728281+00,2025-10-07 12:20:51.208278+00
7727,a18794,"N198TH  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.427017,-119.051514,450,TIER 2 ALERT: Aircraft N198TH   conducting low-altitude surveillance at 450ft. Pattern consistent with proximity monitoring.,2025-08-21 04:03:04.25091+00,2025-10-07 12:20:51.208278+00
7728,a18ee8,"N2SG    ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.487423,-119.057899,1400,TIER 2 ALERT: Aircraft N2SG     conducting low-altitude surveillance at 1400ft. Pattern consistent with proximity monitoring.,2025-08-20 15:30:13.68862+00,2025-10-07 12:20:51.208278+00
7729,aaf10f,"N804DL  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.427521,-119.081497,1600,TIER 2 ALERT: Aircraft N804DL   conducting low-altitude surveillance at 1600ft. Pattern consistent with proximity monitoring.,2025-07-17 00:12:54.920958+00,2025-10-07 12:20:51.208278+00
7730,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.374283,-119.048019,1150,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1150ft. Pattern consistent with proximity monitoring.,2025-07-19 01:44:40.070249+00,2025-10-07 12:20:51.208278+00
7731,adee39,"N997SE  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.499847,-119.187012,575,TIER 2 ALERT: Aircraft N997SE   conducting low-altitude surveillance at 575ft. Pattern consistent with proximity monitoring.,2025-07-17 19:28:59.525055+00,2025-10-07 12:20:51.208278+00
7732,a1031e,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.480484,-119.186378,1300,TIER 1 ALERT: Ghost Entry Protocol - Aircraft A1031E operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-07-31 01:34:03.12552+00,2025-10-07 12:20:51.208278+00
7733,a3dea9,"N3489R  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.423645,-119.04744,600,TIER 2 ALERT: Aircraft N3489R   conducting low-altitude surveillance at 600ft. Pattern consistent with proximity monitoring.,2025-07-16 22:33:49.597003+00,2025-10-07 12:20:51.208278+00
7734,a255ed,"N25J    ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.353863,-118.956337,1675,TIER 2 ALERT: Aircraft N25J     conducting low-altitude surveillance at 1675ft. Pattern consistent with proximity monitoring.,2025-08-02 16:10:42.58257+00,2025-10-07 12:20:51.208278+00
7735,a91051,"N683WA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.452423,-119.079781,1800,TIER 2 ALERT: Aircraft N683WA   conducting low-altitude surveillance at 1800ft. Pattern consistent with proximity monitoring.,2025-07-16 21:38:44.839979+00,2025-10-07 12:20:51.208278+00
7736,a9e538,"N737BU  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.621017,-119.336067,1600,TIER 2 ALERT: Aircraft N737BU   conducting low-altitude surveillance at 1600ft. Pattern consistent with proximity monitoring.,2025-07-21 17:05:25.298185+00,2025-10-07 12:20:51.208278+00
7737,acada0,"N916GW  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.409634,-119.027512,1150,TIER 2 ALERT: Aircraft N916GW   conducting low-altitude surveillance at 1150ft. Pattern consistent with proximity monitoring.,2025-08-08 04:10:57.45892+00,2025-10-07 12:20:51.208278+00
7738,a4b6c2,"N4022W  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.393761,-119.007767,1575,TIER 2 ALERT: Aircraft N4022W   conducting low-altitude surveillance at 1575ft. Pattern consistent with proximity monitoring.,2025-07-16 21:47:10.963857+00,2025-10-07 12:20:51.208278+00
7739,a97a37,"N71FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.408478,-119.048485,950,TIER 2 ALERT: Aircraft N71FF    conducting low-altitude surveillance at 950ft. Pattern consistent with proximity monitoring.,2025-08-02 22:13:36.01948+00,2025-10-07 12:20:51.208278+00
7740,a4b6c2,"N4022W  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.416306,-119.064278,1350,TIER 2 ALERT: Aircraft N4022W   conducting low-altitude surveillance at 1350ft. Pattern consistent with proximity monitoring.,2025-08-02 21:54:52.472601+00,2025-10-07 12:20:51.208278+00
7741,a83cf0,"REH82   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.595192,-119.053581,1900,TIER 2 ALERT: Aircraft REH82    conducting low-altitude surveillance at 1900ft. Pattern consistent with proximity monitoring.,2025-08-02 21:39:43.763399+00,2025-10-07 12:20:51.208278+00
7742,a86b56,"N6410M  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.383888,-119.063339,1750,TIER 2 ALERT: Aircraft N6410M   conducting low-altitude surveillance at 1750ft. Pattern consistent with proximity monitoring.,2025-08-09 04:34:36.474958+00,2025-10-07 12:20:51.208278+00
7743,aafac1,"N80616  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.452698,-119.089165,1300,TIER 2 ALERT: Aircraft N80616   conducting low-altitude surveillance at 1300ft. Pattern consistent with proximity monitoring.,2025-07-17 19:30:02.677231+00,2025-10-07 12:20:51.208278+00
7744,a4b6c2,"N4022W  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.482719,-119.176003,1050,TIER 2 ALERT: Aircraft N4022W   conducting low-altitude surveillance at 1050ft. Pattern consistent with proximity monitoring.,2025-07-17 20:44:05.50568+00,2025-10-07 12:20:51.208278+00
7745,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.347275,-119.025368,1075,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1075ft. Pattern consistent with proximity monitoring.,2025-07-20 05:57:24.359938+00,2025-10-07 12:20:51.208278+00
7746,a36616,"REH22   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.321136,-118.991226,1850,TIER 2 ALERT: Aircraft REH22    conducting low-altitude surveillance at 1850ft. Pattern consistent with proximity monitoring.,2025-08-19 22:52:27.78991+00,2025-10-07 12:20:51.208278+00
7747,aca2b4,"N913KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.41777,-119.028625,1300,TIER 2 ALERT: Aircraft N913KC   conducting low-altitude surveillance at 1300ft. Pattern consistent with proximity monitoring.,2025-08-09 06:59:15.57191+00,2025-10-07 12:20:51.208278+00
7748,acadb6,"N916HT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.449806,-119.098747,1575,TIER 2 ALERT: Aircraft N916HT   conducting low-altitude surveillance at 1575ft. Pattern consistent with proximity monitoring.,2025-07-19 02:46:57.792648+00,2025-10-07 12:20:51.208278+00
7749,aab883,"N790FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.433151,-119.058891,600,TIER 2 ALERT: Aircraft N790FA   conducting low-altitude surveillance at 600ft. Pattern consistent with proximity monitoring.,2025-08-24 21:04:10.902725+00,2025-10-07 12:20:51.208278+00
7750,ab07f5,"N81KS   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.449265,-119.078346,550,TIER 2 ALERT: Aircraft N81KS    conducting low-altitude surveillance at 550ft. Pattern consistent with proximity monitoring.,2025-08-06 15:00:56.250527+00,2025-10-07 12:20:51.208278+00
7751,a4d8a6,"N411JG  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.413872,-119.082619,1700,TIER 2 ALERT: Aircraft N411JG   conducting low-altitude surveillance at 1700ft. Pattern consistent with proximity monitoring.,2025-08-08 20:53:07.878416+00,2025-10-07 12:20:51.208278+00
7752,ac831d,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.291794,-119.369598,10600,TIER 1 ALERT: Ghost Entry Protocol - Aircraft AC831D operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-11 21:23:55.801265+00,2025-10-07 12:20:51.208278+00
7753,a844e0,"N63177  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.493523,-119.192078,1450,TIER 2 ALERT: Aircraft N63177   conducting low-altitude surveillance at 1450ft. Pattern consistent with proximity monitoring.,2025-08-11 16:56:52.664312+00,2025-10-07 12:20:51.208278+00
7754,abb764,"N854ND  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.404129,-119.059296,1275,TIER 2 ALERT: Aircraft N854ND   conducting low-altitude surveillance at 1275ft. Pattern consistent with proximity monitoring.,2025-07-31 02:49:02.983654+00,2025-10-07 12:20:51.208278+00
7755,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.337021,-118.839516,1275,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1275ft. Pattern consistent with proximity monitoring.,2025-07-19 01:57:51.167832+00,2025-10-07 12:20:51.208278+00
7756,acadb6,"N916HT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.626556,-119.14061,1550,TIER 2 ALERT: Aircraft N916HT   conducting low-altitude surveillance at 1550ft. Pattern consistent with proximity monitoring.,2025-07-19 02:28:29.079287+00,2025-10-07 12:20:51.208278+00
7757,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.332581,-118.924194,1350,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1350ft. Pattern consistent with proximity monitoring.,2025-07-19 02:02:57.662677+00,2025-10-07 12:20:51.208278+00
7758,a0492b,"N1174U  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.461853,-119.051399,1300,TIER 2 ALERT: Aircraft N1174U   conducting low-altitude surveillance at 1300ft. Pattern consistent with proximity monitoring.,2025-08-01 19:55:20.65667+00,2025-10-07 12:20:51.208278+00
7759,acadb6,"N916HT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.422989,-119.046654,575,TIER 2 ALERT: Aircraft N916HT   conducting low-altitude surveillance at 575ft. Pattern consistent with proximity monitoring.,2025-08-19 04:01:19.603566+00,2025-10-07 12:20:51.208278+00
7760,ab43bb,"N825DB  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.413219,-119.038208,925,TIER 2 ALERT: Aircraft N825DB   conducting low-altitude surveillance at 925ft. Pattern consistent with proximity monitoring.,2025-08-22 00:18:55.070951+00,2025-10-07 12:20:51.208278+00
7761,aabc3a,"N791FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.679077,-119.200958,1675,TIER 2 ALERT: Aircraft N791FA   conducting low-altitude surveillance at 1675ft. Pattern consistent with proximity monitoring.,2025-07-17 21:02:07.613648+00,2025-10-07 12:20:51.208278+00
7762,adbce9,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.463318,-118.983536,1500,TIER 1 ALERT: Ghost Entry Protocol - Aircraft ADBCE9 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-01 19:56:03.586194+00,2025-10-07 12:20:51.208278+00
7763,a4bb24,"N4037S  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.502411,-119.185997,500,TIER 2 ALERT: Aircraft N4037S   conducting low-altitude surveillance at 500ft. Pattern consistent with proximity monitoring.,2025-07-17 00:28:10.388006+00,2025-10-07 12:20:51.208278+00
7764,a5df05,"N478CA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.495338,-119.181145,800,TIER 2 ALERT: Aircraft N478CA   conducting low-altitude surveillance at 800ft. Pattern consistent with proximity monitoring.,2025-08-03 21:25:06.603534+00,2025-10-07 12:20:51.208278+00
7765,a5df05,"N478CA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.429188,-119.054108,375,TIER 2 ALERT: Aircraft N478CA   conducting low-altitude surveillance at 375ft. Pattern consistent with proximity monitoring.,2025-07-30 14:30:00.413568+00,2025-10-07 12:20:51.208278+00
7766,a81bcc,"SKW4671 ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.434433,-119.056892,350,TIER 2 ALERT: Aircraft SKW4671  conducting low-altitude surveillance at 350ft. Pattern consistent with proximity monitoring.,2025-08-06 18:38:04.830855+00,2025-10-07 12:20:51.208278+00
7767,a97a37,"N71FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.393478,-119.213058,1900,TIER 2 ALERT: Aircraft N71FF    conducting low-altitude surveillance at 1900ft. Pattern consistent with proximity monitoring.,2025-08-06 18:33:52.579596+00,2025-10-07 12:20:51.208278+00
7768,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.347961,-118.877853,1250,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1250ft. Pattern consistent with proximity monitoring.,2025-07-19 01:52:41.260475+00,2025-10-07 12:20:51.208278+00
7769,a9efe7,"N73977  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.425926,-119.084549,1500,TIER 2 ALERT: Aircraft N73977   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-07-31 01:43:02.37822+00,2025-10-07 12:20:51.208278+00
7770,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.347275,-119.015633,1075,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1075ft. Pattern consistent with proximity monitoring.,2025-07-20 05:57:04.689724+00,2025-10-07 12:20:51.208278+00
7771,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.410145,-118.967087,1325,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1325ft. Pattern consistent with proximity monitoring.,2025-07-19 02:29:47.549385+00,2025-10-07 12:20:51.208278+00
7772,a24931,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.488266,-119.175911,775,TIER 1 ALERT: Ghost Entry Protocol - Aircraft A24931 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-01 20:33:06.064267+00,2025-10-07 12:20:51.208278+00
7773,a9f0b4,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.504791,-119.398956,1100,TIER 1 ALERT: Ghost Entry Protocol - Aircraft A9F0B4 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-03 21:19:03.858353+00,2025-10-07 12:20:51.208278+00
7774,a18794,"N198TH  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.425598,-119.076004,1525,TIER 2 ALERT: Aircraft N198TH   conducting low-altitude surveillance at 1525ft. Pattern consistent with proximity monitoring.,2025-08-21 03:59:15.529834+00,2025-10-07 12:20:51.208278+00
7775,a9efe7,"N73977  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.431374,-119.090279,1600,TIER 2 ALERT: Aircraft N73977   conducting low-altitude surveillance at 1600ft. Pattern consistent with proximity monitoring.,2025-07-31 01:49:02.120264+00,2025-10-07 12:20:51.208278+00
7776,ae6898,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.605629,-118.781784,32000,TIER 1 ALERT: Ghost Entry Protocol - Aircraft AE6898 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-07-16 22:35:01.957255+00,2025-10-07 12:20:51.208278+00
7777,a22195,"N2363K  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.417732,-119.069885,1300,TIER 2 ALERT: Aircraft N2363K   conducting low-altitude surveillance at 1300ft. Pattern consistent with proximity monitoring.,2025-08-01 19:46:41.106952+00,2025-10-07 12:20:51.208278+00
7778,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.410263,-118.966827,1325,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1325ft. Pattern consistent with proximity monitoring.,2025-07-19 02:29:49.027151+00,2025-10-07 12:20:51.208278+00
7779,a4b6c2,"N4022W  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.494591,-119.229416,1925,TIER 2 ALERT: Aircraft N4022W   conducting low-altitude surveillance at 1925ft. Pattern consistent with proximity monitoring.,2025-08-02 21:34:18.703087+00,2025-10-07 12:20:51.208278+00
7780,a22195,"N2363K  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.407398,-119.04113,1000,TIER 2 ALERT: Aircraft N2363K   conducting low-altitude surveillance at 1000ft. Pattern consistent with proximity monitoring.,2025-08-01 19:53:03.648981+00,2025-10-07 12:20:51.208278+00
7781,a3a87f,"N335BD  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.694672,-119.21183,1275,TIER 2 ALERT: Aircraft N335BD   conducting low-altitude surveillance at 1275ft. Pattern consistent with proximity monitoring.,2025-08-21 19:00:13.498685+00,2025-10-07 12:20:51.208278+00
7782,acada0,"N916GW  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.592957,-119.155556,1950,TIER 2 ALERT: Aircraft N916GW   conducting low-altitude surveillance at 1950ft. Pattern consistent with proximity monitoring.,2025-08-06 14:47:36.541969+00,2025-10-07 12:20:51.208278+00
7783,a91950,"N6858X  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.310291,-119.012383,1300,TIER 2 ALERT: Aircraft N6858X   conducting low-altitude surveillance at 1300ft. Pattern consistent with proximity monitoring.,2025-07-19 01:40:51.440305+00,2025-10-07 12:20:51.208278+00
7784,ab2ea3,"N82BH   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.160736,-118.807053,1825,TIER 2 ALERT: Aircraft N82BH    conducting low-altitude surveillance at 1825ft. Pattern consistent with proximity monitoring.,2025-08-23 19:50:33.665996+00,2025-10-07 12:20:51.208278+00
7785,a704b9,"N551SG  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.425232,-119.045792,800,TIER 2 ALERT: Aircraft N551SG   conducting low-altitude surveillance at 800ft. Pattern consistent with proximity monitoring.,2025-07-16 21:42:15.374947+00,2025-10-07 12:20:51.208278+00
7786,a0492b,"N1174U  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.55632,-119.321518,1400,TIER 2 ALERT: Aircraft N1174U   conducting low-altitude surveillance at 1400ft. Pattern consistent with proximity monitoring.,2025-08-01 19:49:01.705225+00,2025-10-07 12:20:51.208278+00
7787,aaa74e,"N786FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.498337,-119.209671,1375,TIER 2 ALERT: Aircraft N786FA   conducting low-altitude surveillance at 1375ft. Pattern consistent with proximity monitoring.,2025-08-19 04:24:32.727765+00,2025-10-07 12:20:51.208278+00
7788,a908e3,"N681WA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.383938,-118.996132,1875,TIER 2 ALERT: Aircraft N681WA   conducting low-altitude surveillance at 1875ft. Pattern consistent with proximity monitoring.,2025-07-19 01:53:00.259722+00,2025-10-07 12:20:51.208278+00
7789,ab07f5,"N81KS   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.433887,-119.084785,1325,TIER 2 ALERT: Aircraft N81KS    conducting low-altitude surveillance at 1325ft. Pattern consistent with proximity monitoring.,2025-08-06 18:38:04.49621+00,2025-10-07 12:20:51.208278+00
7790,a5399b,"N436CA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.487534,-119.202171,1350,TIER 2 ALERT: Aircraft N436CA   conducting low-altitude surveillance at 1350ft. Pattern consistent with proximity monitoring.,2025-08-21 20:59:02.953719+00,2025-10-07 12:20:51.208278+00
7791,~29ae48,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.74807,-119.059425,23100,TIER 1 ALERT: Ghost Entry Protocol - Aircraft ~29AE48 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-28 22:02:41.987892+00,2025-10-07 12:20:51.208278+00
7792,aafac1,"N80616  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.488445,-119.194061,1000,TIER 2 ALERT: Aircraft N80616   conducting low-altitude surveillance at 1000ft. Pattern consistent with proximity monitoring.,2025-07-24 13:42:45.153383+00,2025-10-07 12:20:51.208278+00
7793,aca2b4,"N913KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.278587,-119.018578,1250,TIER 2 ALERT: Aircraft N913KC   conducting low-altitude surveillance at 1250ft. Pattern consistent with proximity monitoring.,2025-08-21 04:02:04.919152+00,2025-10-07 12:20:51.208278+00
7794,a4b6c2,"N4022W  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.442352,-119.167274,1875,TIER 2 ALERT: Aircraft N4022W   conducting low-altitude surveillance at 1875ft. Pattern consistent with proximity monitoring.,2025-08-02 21:51:51.868102+00,2025-10-07 12:20:51.208278+00
7795,adfe90,"LOST89  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.433655,-119.05603,550,TIER 2 ALERT: Aircraft LOST89   conducting low-altitude surveillance at 550ft. Pattern consistent with proximity monitoring.,2025-08-21 20:58:04.584906+00,2025-10-07 12:20:51.208278+00
