id,hex,flight,reason,lat,lon,alt,josiah_reflection,flagged_at,created_at
7796,abb764,"N854ND  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.432213,-119.054222,450,TIER 2 ALERT: Aircraft N854ND   conducting low-altitude surveillance at 450ft. Pattern consistent with proximity monitoring.,2025-07-31 17:30:48.404202+00,2025-10-07 12:20:51.208278+00
7797,a39461,"N33KK   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.351349,-119.011093,1675,TIER 2 ALERT: Aircraft N33KK    conducting low-altitude surveillance at 1675ft. Pattern consistent with proximity monitoring.,2025-07-19 01:31:26.99056+00,2025-10-07 12:20:51.208278+00
7798,a81bcc,"SKW4671 ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.390121,-119.003563,1450,TIER 2 ALERT: Aircraft SKW4671  conducting low-altitude surveillance at 1450ft. Pattern consistent with proximity monitoring.,2025-08-06 18:35:31.480191+00,2025-10-07 12:20:51.208278+00
7799,a3951d,"33SY    ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.31427,-118.994751,675,TIER 2 ALERT: Aircraft 33SY     conducting low-altitude surveillance at 675ft. Pattern consistent with proximity monitoring.,2025-08-22 00:16:22.737268+00,2025-10-07 12:20:51.208278+00
7800,a535e4,"N435CA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.495708,-119.181618,625,TIER 2 ALERT: Aircraft N435CA   conducting low-altitude surveillance at 625ft. Pattern consistent with proximity monitoring.,2025-08-03 21:05:03.382746+00,2025-10-07 12:20:51.208278+00
7801,ab2d56,"N8191R  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.363686,-118.991814,1500,TIER 2 ALERT: Aircraft N8191R   conducting low-altitude surveillance at 1500ft. Pattern consistent with proximity monitoring.,2025-08-01 19:39:15.134726+00,2025-10-07 12:20:51.208278+00
7802,a9efe7,"N73977  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.408096,-119.058487,1300,TIER 2 ALERT: Aircraft N73977   conducting low-altitude surveillance at 1300ft. Pattern consistent with proximity monitoring.,2025-08-11 15:30:20.91264+00,2025-10-07 12:20:51.208278+00
7803,a22195,"N2363K  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.441025,-119.070801,1300,TIER 2 ALERT: Aircraft N2363K   conducting low-altitude surveillance at 1300ft. Pattern consistent with proximity monitoring.,2025-08-01 19:55:20.408315+00,2025-10-07 12:20:51.208278+00
7804,a4bade,"N4035S  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.500317,-119.184189,500,TIER 2 ALERT: Aircraft N4035S   conducting low-altitude surveillance at 500ft. Pattern consistent with proximity monitoring.,2025-07-16 21:49:43.092266+00,2025-10-07 12:20:51.208278+00
7805,a4b6c2,"N4022W  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.449356,-119.18158,1900,TIER 2 ALERT: Aircraft N4022W   conducting low-altitude surveillance at 1900ft. Pattern consistent with proximity monitoring.,2025-08-02 21:51:24.794121+00,2025-10-07 12:20:51.208278+00
7806,a98d3b,"N714ZU  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.449436,-119.063103,1425,TIER 2 ALERT: Aircraft N714ZU   conducting low-altitude surveillance at 1425ft. Pattern consistent with proximity monitoring.,2025-08-03 17:21:51.85236+00,2025-10-07 12:20:51.208278+00
7807,aca2b4,"N913KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.278126,-119.0513,1250,TIER 2 ALERT: Aircraft N913KC   conducting low-altitude surveillance at 1250ft. Pattern consistent with proximity monitoring.,2025-08-21 04:00:43.800557+00,2025-10-07 12:20:51.208278+00
7808,a2027c,"N229AM  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.383659,-118.968315,800,TIER 2 ALERT: Aircraft N229AM   conducting low-altitude surveillance at 800ft. Pattern consistent with proximity monitoring.,2025-07-24 00:29:25.65187+00,2025-10-07 12:20:51.208278+00
7809,a255ed,"N25J    ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.29715,-119.166183,1725,TIER 2 ALERT: Aircraft N25J     conducting low-altitude surveillance at 1725ft. Pattern consistent with proximity monitoring.,2025-08-02 16:32:43.669114+00,2025-10-07 12:20:51.208278+00
7810,a97a37,"N71FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.510147,-119.200287,525,TIER 2 ALERT: Aircraft N71FF    conducting low-altitude surveillance at 525ft. Pattern consistent with proximity monitoring.,2025-07-24 00:29:33.289091+00,2025-10-07 12:20:51.208278+00
7811,aab883,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.501247,-119.216446,1475,TIER 1 ALERT: Ghost Entry Protocol - Aircraft AAB883 operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-08 20:52:47.819245+00,2025-10-07 12:20:51.208278+00
7812,a9a1b6,"N72FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.486351,-119.199501,1125,TIER 2 ALERT: Aircraft N72FF    conducting low-altitude surveillance at 1125ft. Pattern consistent with proximity monitoring.,2025-08-07 14:22:00.804817+00,2025-10-07 12:20:51.208278+00
7813,a8bbbc,"AAL1087 ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.433426,-119.055634,400,TIER 2 ALERT: Aircraft AAL1087  conducting low-altitude surveillance at 400ft. Pattern consistent with proximity monitoring.,2025-07-24 13:06:59.339971+00,2025-10-07 12:20:51.208278+00
7814,a27ea8,"N26WR   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.454231,-119.086365,1850,TIER 2 ALERT: Aircraft N26WR    conducting low-altitude surveillance at 1850ft. Pattern consistent with proximity monitoring.,2025-08-01 20:00:03.052178+00,2025-10-07 12:20:51.208278+00
7815,ab600b,"CMD7    ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.426533,-119.040428,625,TIER 2 ALERT: Aircraft CMD7     conducting low-altitude surveillance at 625ft. Pattern consistent with proximity monitoring.,2025-08-01 19:33:43.284912+00,2025-10-07 12:20:51.208278+00
7816,a9f0b4,"N74FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.427837,-119.052467,350,TIER 2 ALERT: Aircraft N74FF    conducting low-altitude surveillance at 350ft. Pattern consistent with proximity monitoring.,2025-08-02 21:38:48.482151+00,2025-10-07 12:20:51.208278+00
7817,acae33,"N916NT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.50502,-119.19371,500,TIER 2 ALERT: Aircraft N916NT   conducting low-altitude surveillance at 500ft. Pattern consistent with proximity monitoring.,2025-07-16 21:37:23.900118+00,2025-10-07 12:20:51.208278+00
7818,ac9efd,"N912KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.411133,-118.959274,1375,TIER 2 ALERT: Aircraft N912KC   conducting low-altitude surveillance at 1375ft. Pattern consistent with proximity monitoring.,2025-07-19 02:30:07.978066+00,2025-10-07 12:20:51.208278+00
7819,aaa74e,"N786FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.404606,-119.056442,1475,TIER 2 ALERT: Aircraft N786FA   conducting low-altitude surveillance at 1475ft. Pattern consistent with proximity monitoring.,2025-07-17 04:19:33.022515+00,2025-10-07 12:20:51.208278+00
7820,acae33,"N916NT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.495361,-119.225807,1575,TIER 2 ALERT: Aircraft N916NT   conducting low-altitude surveillance at 1575ft. Pattern consistent with proximity monitoring.,2025-07-16 21:45:50.484014+00,2025-10-07 12:20:51.208278+00
7821,adee39,"N997SE  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.480625,-119.18676,1100,TIER 2 ALERT: Aircraft N997SE   conducting low-altitude surveillance at 1100ft. Pattern consistent with proximity monitoring.,2025-07-17 14:16:14.273551+00,2025-10-07 12:20:51.208278+00
7822,a4b6c2,"N4022W  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.445969,-119.07103,975,TIER 2 ALERT: Aircraft N4022W   conducting low-altitude surveillance at 975ft. Pattern consistent with proximity monitoring.,2025-07-17 20:35:29.924291+00,2025-10-07 12:20:51.208278+00
7823,aca2b4,"N913KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.387283,-118.961388,1525,TIER 2 ALERT: Aircraft N913KC   conducting low-altitude surveillance at 1525ft. Pattern consistent with proximity monitoring.,2025-07-31 02:18:02.013979+00,2025-10-07 12:20:51.208278+00
7824,aca2b4,"N913KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.377884,-119.094894,1250,TIER 2 ALERT: Aircraft N913KC   conducting low-altitude surveillance at 1250ft. Pattern consistent with proximity monitoring.,2025-08-21 03:55:09.852106+00,2025-10-07 12:20:51.208278+00
7825,a9f0b4,"N74FF   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.538303,-119.238945,1375,TIER 2 ALERT: Aircraft N74FF    conducting low-altitude surveillance at 1375ft. Pattern consistent with proximity monitoring.,2025-07-18 01:53:05.300166+00,2025-10-07 12:20:51.208278+00
7826,a9a38f,"N720AC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.479137,-119.072922,1400,TIER 2 ALERT: Aircraft N720AC   conducting low-altitude surveillance at 1400ft. Pattern consistent with proximity monitoring.,2025-08-21 20:20:48.297611+00,2025-10-07 12:20:51.208278+00
7827,acadb6,"N916HT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.602936,-119.135628,1625,TIER 2 ALERT: Aircraft N916HT   conducting low-altitude surveillance at 1625ft. Pattern consistent with proximity monitoring.,2025-07-19 02:29:44.47061+00,2025-10-07 12:20:51.208278+00
7828,a3dea9,"N3489R  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.425648,-119.042709,600,TIER 2 ALERT: Aircraft N3489R   conducting low-altitude surveillance at 600ft. Pattern consistent with proximity monitoring.,2025-07-16 22:36:59.912557+00,2025-10-07 12:20:51.208278+00
7829,a4cef4,"N409KC  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.383331,-118.928291,1400,TIER 2 ALERT: Aircraft N409KC   conducting low-altitude surveillance at 1400ft. Pattern consistent with proximity monitoring.,2025-08-28 22:01:48.239773+00,2025-10-07 12:20:51.208278+00
7830,a37d6c,"CAP424  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.442169,-119.075546,1450,TIER 2 ALERT: Aircraft CAP424   conducting low-altitude surveillance at 1450ft. Pattern consistent with proximity monitoring.,2025-07-19 01:38:47.916509+00,2025-10-07 12:20:51.208278+00
7831,aabc3a,"N791FA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.430496,-119.084763,1600,TIER 2 ALERT: Aircraft N791FA   conducting low-altitude surveillance at 1600ft. Pattern consistent with proximity monitoring.,2025-08-21 04:02:43.565994+00,2025-10-07 12:20:51.208278+00
7832,a4057a,,[MASKED_AIRCRAFT] Masked Aircraft - No flight plan or blocked identifier,35.486847,-119.292526,2025,TIER 1 ALERT: Ghost Entry Protocol - Aircraft A4057A operating without flight plan disclosure. This represents systematic transparency avoidance.,2025-08-02 22:11:43.489258+00,2025-10-07 12:20:51.208278+00
7833,abb764,"N854ND  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.518192,-119.217026,1550,TIER 2 ALERT: Aircraft N854ND   conducting low-altitude surveillance at 1550ft. Pattern consistent with proximity monitoring.,2025-07-18 01:45:40.39965+00,2025-10-07 12:20:51.208278+00
7834,abb764,"N854ND  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.489044,-119.189072,800,TIER 2 ALERT: Aircraft N854ND   conducting low-altitude surveillance at 800ft. Pattern consistent with proximity monitoring.,2025-07-19 03:10:38.842516+00,2025-10-07 12:20:51.208278+00
7835,ab3f49,"SKW4702 ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.452557,-119.079468,1425,TIER 2 ALERT: Aircraft SKW4702  conducting low-altitude surveillance at 1425ft. Pattern consistent with proximity monitoring.,2025-07-19 20:03:30.867717+00,2025-10-07 12:20:51.208278+00
7836,a5cc72,"N473CA  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.444916,-119.088196,1525,TIER 2 ALERT: Aircraft N473CA   conducting low-altitude surveillance at 1525ft. Pattern consistent with proximity monitoring.,2025-07-18 23:30:16.435221+00,2025-10-07 12:20:51.208278+00
7837,a2027c,"N229AM  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.439651,-119.034576,1100,TIER 2 ALERT: Aircraft N229AM   conducting low-altitude surveillance at 1100ft. Pattern consistent with proximity monitoring.,2025-08-19 22:48:15.629047+00,2025-10-07 12:20:51.208278+00
7838,aa045f,"N7444W  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.334778,-119.05703,1325,TIER 2 ALERT: Aircraft N7444W   conducting low-altitude surveillance at 1325ft. Pattern consistent with proximity monitoring.,2025-08-22 00:46:04.581423+00,2025-10-07 12:20:51.208278+00
7839,a4b6c2,"N4022W  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.427292,-119.051804,325,TIER 2 ALERT: Aircraft N4022W   conducting low-altitude surveillance at 325ft. Pattern consistent with proximity monitoring.,2025-08-02 21:57:28.02248+00,2025-10-07 12:20:51.208278+00
7840,a9d136,"N73103  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.358006,-119.108337,1875,TIER 2 ALERT: Aircraft N73103   conducting low-altitude surveillance at 1875ft. Pattern consistent with proximity monitoring.,2025-08-03 21:01:02.175268+00,2025-10-07 12:20:51.208278+00
7841,a18794,"N198TH  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.413696,-119.037148,925,TIER 2 ALERT: Aircraft N198TH   conducting low-altitude surveillance at 925ft. Pattern consistent with proximity monitoring.,2025-08-21 04:01:09.811316+00,2025-10-07 12:20:51.208278+00
7842,a81365,"N6196P  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.439331,-119.067421,875,TIER 2 ALERT: Aircraft N6196P   conducting low-altitude surveillance at 875ft. Pattern consistent with proximity monitoring.,2025-07-31 23:28:09.727681+00,2025-10-07 12:20:51.208278+00
7843,acad1d,"N916BQ  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.452423,-119.166924,1575,TIER 2 ALERT: Aircraft N916BQ   conducting low-altitude surveillance at 1575ft. Pattern consistent with proximity monitoring.,2025-07-17 19:23:59.988501+00,2025-10-07 12:20:51.208278+00
7844,acae33,"N916NT  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.509998,-119.200142,675,TIER 2 ALERT: Aircraft N916NT   conducting low-altitude surveillance at 675ft. Pattern consistent with proximity monitoring.,2025-07-16 21:37:47.797788+00,2025-10-07 12:20:51.208278+00
7845,a4057a,"N3584S  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.490784,-119.356613,1150,TIER 2 ALERT: Aircraft N3584S   conducting low-altitude surveillance at 1150ft. Pattern consistent with proximity monitoring.,2025-08-02 22:08:43.385845+00,2025-10-07 12:20:51.208278+00
7846,a3b345,"N3378E  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.415619,-119.033775,900,TIER 2 ALERT: Aircraft N3378E   conducting low-altitude surveillance at 900ft. Pattern consistent with proximity monitoring.,2025-08-04 17:04:16.924504+00,2025-10-07 12:20:51.208278+00
7847,a2027c,"N229AM  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.429489,-119.043045,600,TIER 2 ALERT: Aircraft N229AM   conducting low-altitude surveillance at 600ft. Pattern consistent with proximity monitoring.,2025-08-02 13:33:00.650053+00,2025-10-07 12:20:51.208278+00
7848,ab07f5,"N81KS   ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.454941,-119.135971,1400,TIER 2 ALERT: Aircraft N81KS    conducting low-altitude surveillance at 1400ft. Pattern consistent with proximity monitoring.,2025-08-06 14:46:36.900832+00,2025-10-07 12:20:51.208278+00
7849,acad1d,"N916BQ  ",[LOW_ALTITUDE_SURVEILLANCE] Low altitude flight under 2000ft - Potential surveillance operation,35.505112,-119.193764,550,TIER 2 ALERT: Aircraft N916BQ   conducting low-altitude surveillance at 550ft. Pattern consistent with proximity monitoring.,2025-07-19 00:28:17.78828+00,2025-10-07 12:20:51.208278+00
